CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,address,g_ad,g_lat,g_lon
Madras,Corner of Hwy 97 and Hwy 26 across from Sonic,OR,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20404/signup/?source=&s=,,,,"Madras , OR, US","Madras, OR 97741, USA",44.6334544,-121.1294872
Malibu,Corner of Webb Way and PCH,CA,US,6/30/2018,about 100,100,,100,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://topanga-journal.com/martin-sheen-gives-impassioned-speech-at-families-belong-together-immigration-rally-malibu-topanga/,,,,"Malibu , CA, US","Malibu, CA, USA",34.0259216,-118.7797571
Malone,Arsenal Green,NY,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20201/signup/?source=&s=,,,,"Malone , NY, US","Malone, NY 12953, USA",44.8486596,-74.2948983
Manchester,Manchester City Hall,NH,US,6/30/2018,FB: 297,297,,297,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/19921/signup/?source=&s=,https://www.facebook.com/events/1625195744244996/,,,"Manchester , NH, US","Manchester, NH, USA",42.9956397,-71.4547891
Manchester Center,Adams Park,VT,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20185/signup/?source=&s=,,,,"Manchester Center , VT, US","Manchester, VT 05255, USA",43.1636875,-73.0723268
Manistee,Downtown,MI,US,6/30/2018,nearly a hundred,100,,100,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20460/signup/?source=&s=,http://news.pioneergroup.com/manisteenews/2018/07/01/protesters-flood-cities-towns-fight-immigration-policy/,,,"Manistee , MI, US","Manistee, MI 49660, USA",44.2444473,-86.324253
Mankato,Riverfront Park Outdoor Shelter,MN,US,6/30/2018,hundreds,200,,375,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20727/signup/?source=&s=,http://www.keyc.com/story/38548181/families-belong-together-rally-held-at-riverfront-park,https://twitter.com/BrandforHouse/status/1013240809557299200,,"Mankato , MN, US","Mankato, MN, USA",44.1635775,-93.9993996
Mansfield,North Common,MA,US,6/30/2018,more than 130,130,,130,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20218/signup/?source=&s=,http://mansfield.wickedlocal.com/news/20180702/families-belong-together-rally-in-mansfield-draws-more-than-130,,,"Mansfield , MA, US","Mansfield, MA, USA",42.0334565,-71.2190578
Marquette,Marquette Post Office,MI,US,6/30/2018,na,75,,75,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20826/signup/?source=&s=,https://twitter.com/MDHillRaiser/status/1013187867760365570,,,"Marquette , MI, US","Marquette, MI, USA",46.5436199,-87.3953713
Marshalltown,Marshall County Courthouse,IA,US,6/30/2018,about 125,125,,125,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20230/signup/?source=&s=,http://hudsonvalley.news12.com/story/38549354/protesters-flood-us-cities-to-fight-trump-immigration-policy,,,"Marshalltown , IA, US","Marshalltown, IA 50158, USA",42.0494674,-92.9080375
Mashpee,Mashpee Rotary,MA,US,6/30/2018,25 and 25 more down the road,50,,50,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20507/signup/?source=&s=,https://www.facebook.com/ellen.kagan/posts/10212040971044728,,,"Mashpee , MA, US","Mashpee, MA, USA",41.647872,-70.4819674
Mason City,Central Park,IA,US,6/30/2018,about two dozen,24,,24,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20511/signup/?source=&s=,https://globegazette.com/news/local/north-iowans-protest-trump-s-immigration-policies-with-photos/article_fb030850-d98a-5988-a5ba-c85a735c2489.html#2,,,"Mason City , IA, US","Mason City, IA, IA, USA",43.2831969,-93.2583626
McAllen,U.S. Border Patrol McAllen Station,TX,US,6/30/2018,dozens,24,,24,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20209/signup/?source=&s=,http://time.com/5327428/families-belong-together-mcallen-texas/,,,"McAllen , TX, US","McAllen, TX, USA",26.2034071,-98.2300124
McCall,Downtown,ID,US,6/30/2018,FB: 22,22,,22,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20253/signup/?source=&s=,https://www.facebook.com/events/446655625760424/,,,"McCall , ID, US","McCall, ID 83638, USA",44.906183,-116.1171311
McCook,Norris Park,NE,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20397/signup/?source=&s=,,,,"McCook , NE, US","McCook, NE 69001, USA",40.1966701,-100.6248741
McKinney,"Mitchell Park, near the Square",TX,US,6/30/2018,FB: 71,71,,71,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20402/signup/?source=&s=,https://www.facebook.com/events/150311825835609/,,,"McKinney , TX, US","McKinney, TX, USA",33.1972465,-96.6397822
Medford,Vogel Plaza,OR,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/19946/signup/?source=&s=,,,,"Medford , OR, US","Medford, OR, USA",42.3265152,-122.8755949
Melbourne,Eau Gallie Causeway,FL,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20605/signup/?source=&s=,,,,"Melbourne , FL, US","Melbourne, FL, USA",28.0836269,-80.6081089
Memphis,Gaisman Park,TN,US,6/30/2018,nearly 500,500,,500,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/19928/signup/?source=&s=,https://www.commercialappeal.com/story/news/local/2018/06/30/children-memphis-families-rally-against-zero-tolerance-immigration-policies/738730002/,,,"Memphis , TN, US","Memphis, TN, USA",35.1495343,-90.0489801
Menomonie,UW Stout Clocktower Plaze to Wilson Park and to the Children at Play sculpture,WI,US,6/30/2018,nearly 300,300,,300,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest; march,0,0,0,0,1,1,https://chippewa.com/dunnconnect/news/local/coming-together-because-families-belong-together/article_37651d42-e22c-5c80-b71e-789e21c66217.html,http://www.leadertelegram.com/News/Local-Briefs/2018/06/27/div-class-libPageBodyLinebreak-Families-Belong-Together-march-Saturday-in-Menomonie-br-div.html,,,"Menomonie , WI, US","Menomonie, WI 54751, USA",44.8755183,-91.9193422
Merced,Courthouse Park,CA,US,6/30/2018,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19972/signup/?source=&s=,https://www.mercedsunstar.com/latest-news/article214135579.html,,,"Merced , CA, US","Merced, CA, USA",37.3021632,-120.4829677
Meridian,Storey Park,ID,US,6/30/2018,,20,,20,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20406/signup/?source=&s=,https://idahonews.com/news/local/give-the-babies-back-families-belong-together-rallies-across-the-treasure-valley,,Partial count taken from video clip,"Meridian , ID, US","Meridian, ID, USA",43.6121087,-116.3915131
Miami,Tropical Park,FL,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20101/signup/?&source=&s=,,,,"Miami , FL, US","Miami, FL, USA",25.7616798,-80.1917902
Miami,Miami Dade Wolfson Campus to Freedom Tower,FL,US,6/30/2018,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,0,1,https://act.moveon.org/event/families-belong-together/20370/signup/?&source=&s=,https://www.miamiherald.com/latest-news/article214075824.html,,,"Miami , FL, US","Miami, FL, USA",25.7616798,-80.1917902
Middletown,Union Green,CT,US,6/30/2018,about 350; about 250,250,,350,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19982/signup/?source=&s=,https://twitter.com/wmbo/status/1013119241501933568,https://www.newhavenindependent.org/index.php/branford/entry/families_belong_together_marches/,,"Middletown , CT, US","Middletown, CT, USA",41.5623209,-72.6506488
Midland,Midland Park Mall,TX,US,6/30/2018,close to 100,100,,100,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,http://www.newswest9.com/story/38548937/midlanders-hold-keep-families-together-protest,,,,"Midland , TX, US","Midland, TX, USA",31.9973456,-102.0779146
Milford,City Hall,CT,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20512/signup/?source=&s=,,,,"Milford , CT, US","Milford, CT, USA",41.2306979,-73.064036
Milford,Town Hall,MA,US,6/30/2018,more than a dozen,12,,12,,,Local clergy,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,http://www.metrowestdailynews.com/news/20180630/metrowest-rallies-decry-separation-of-children,,,,"Milford , MA, US","Milford, MA, USA",42.1398577,-71.5163049
Milford,,PA,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/,,,,"Milford , PA, US","Milford, PA 18337, USA",41.322316,-74.8023882
Milltown,St. Barnabas Episcopal Church,DE,US,6/30/2018,several hundred,300,,300,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://www.delawareonline.com/story/news/2018/06/30/president-trumps-zero-tolerance-immigration-policies-spark-protests/745372002/,https://eu.delawareonline.com/story/news/2018/06/29/immigration-issue-motivates-three-delaware-women-hold-rallies-weekend/741622002/,,,"Milltown , DE, US","Milltown, DE 19808, USA",39.7309455,-75.6660412
Milwaukee,517 E Wisconsin Ave,WI,US,6/30/2018,thousands,2000,,2000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20217/signup/?source=&s=,https://www.jsonline.com/story/news/2018/06/30/immigrants-rights-marchers-rally-shorewood-milwaukee-next/747964002/,,,"Milwaukee , WI, US","Milwaukee, WI, USA",43.0389025,-87.9064736
Mineral Point,Water Tower Park,WI,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20580/signup/?source=&s=,,,,"Mineral Point , WI, US","Mineral Point, WI 53565, USA",42.859997,-90.1798473
Minneapolis,Minneapolis Convention Center,MN,US,6/30/2018,estimated 7000,7000,,7000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19939/signup/?source=&s=,https://minnesota.cbslocal.com/2018/06/30/families-belong-together/,,,"Minneapolis , MN, US","Minneapolis, MN, USA",44.977753,-93.2650108
Minocqua,Downtown Minocqua. Meet in Municipal Parking Lot next to Veteran's Park & Post Office,WI,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20641/signup/?source=&s=,,,,"Minocqua , WI, US","Minocqua, WI 54548, USA",45.8710837,-89.7092705
Missoula,Missoula County Courthouse,MT,US,6/30/2018,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/?zip=59802&source=&s=,https://www.missoulacurrent.com/government/2018/06/immigrant-march-missoula/,https://missoulian.com/news/local/ice-ss-hundreds-take-to-missoula-streets-for-families-belong/article_629442f7-6655-5896-a2ed-02e02e67e1e9.html,,"Missoula , MT, US","Missoula, MT, USA",46.8721284,-113.9940314
Mobile,Public Safety Memorial Park,AL,US,6/30/2018,FB: 33,33,,33,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20546/signup/?source=&s=,https://www.facebook.com/events/251771935588595/,,,"Mobile , AL, US","Mobile, AL, USA",30.6953657,-88.0398912
Modesto,Five Points,CA,US,6/30/2018,FB: 600; around 800,600,,800,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20078/signup/?source=&s=,https://www.facebook.com/events/239812840158744/,https://www.modbee.com/news/politics-government/article214035884.html,,"Modesto , CA, US","Modesto, CA, USA",37.6390972,-120.9968782
Monterey,Windows on the Bay,CA,US,6/30/2018,na,34,,34,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19970/signup/?source=&s=,https://twitter.com/kelkerr/status/1013199754820386816,,partial count from pic,"Monterey , CA, US","Monterey, CA, USA",36.6002378,-121.8946761
