event,location,zipcode,x,y,flag,_Y,_X,_ID,dup
INDIVISIBLE WINCHESTER,Winchester VA,22601,39.1858,-78.1827,,39.1858,-78.1827,1535,0
INDIVISIBLE WINNEBAGO WI,Neenah WI,54956,44.1811,-88.47920000000001,,44.1811,-88.47920000000001,3066,0
INDIVISIBLE WINONA,Winona MN,55987,44.03,-91.7009,,44.03,-91.7009,2635,0
"INDIVISIBLE WINSLOW, AR",Winslow AR,72959,35.8312,-94.1187,,35.8312,-94.1187,686,0
INDIVISIBLE WINTERSET,Winterset IA,50273,41.3391,-94.00879999999999,,41.3391,-94.00879999999999,367,0
INDIVISIBLE WINTHROP,Winthrop WA,98862,48.4756,-120.1805,,48.4756,-120.1805,866,0
INDIVISIBLE WISCONSIN,Milwaukee WI,53211,43.082,-87.8895,,43.082,-87.8895,2259,0
INDIVISIBLE WOMEN NEVADA COUNTY,Nevada City CA,95959,39.3017,-120.9717,,39.3017,-120.9717,510,0
INDIVISIBLE WOMEN OF CA-34,Los Angeles CA,90042,34.1145,-118.1929,,34.1145,-118.1929,3006,0
INDIVISIBLE WOMEN OF EC,El Cerrito CA,94530,37.9156,-122.2985,,37.9156,-122.2985,1703,0
INDIVISIBLE WOMEN OF GLENSIDE,Glenside PA,19038,40.1096,-75.155,,40.1096,-75.155,3054,0
INDIVISIBLE WOMEN OF SOUTH GEORGIA,Thomasville GA,31792,30.8385,-83.9696,,30.8385,-83.9696,1697,0
INDIVISIBLE WOMEN TARRANT COUNTY,Fort Worth TX,76116,32.723,-97.4483,,32.723,-97.4483,2102,0
INDIVISIBLE WOMEN'S ACTION NETWORK OF LAKE FOREST-LAKE BLUFF (IL),Lake Bluff IL,60044,42.282,-87.85599999999999,,42.282,-87.85599999999999,2721,0
INDIVISIBLE WOODINVILLE,Woodinville WA,98077,47.7529,-122.0582,,47.7529,-122.0582,482,0
INDIVISIBLE WOONSOCKET,Woonsocket RI,02895,41.9846,-71.5194,,41.9846,-71.5194,1455,0
INDIVISIBLE WOOSTER,Wooster OH,44691,40.8094,-81.9483,,40.8094,-81.9483,2345,0
INDIVISIBLE WORCESTER,Worcester MA,01603,42.245,-71.83799999999999,,42.245,-71.83799999999999,2036,0
INDIVISIBLE WORCESTER MD,Berlin MD,21811,38.3475,-75.1866,,38.3475,-75.1866,2691,0
INDIVISIBLE WORKING FAMILIES,New York NY,10024,40.7864,-73.9764,,40.7864,-73.9764,940,0
INDIVISIBLE WY,Guernsey WY,82214,42.2655,-104.7512,,42.2655,-104.7512,1226,0
INDIVISIBLE WYANDOT COUNTY,Forest OH,45843,40.7816,-83.5351,,40.7816,-83.5351,2482,0
INDIVISIBLE YAMPA VALLEY,Steamboat Springs CO,80487,40.6327,-106.9318,,40.6327,-106.9318,1690,0
INDIVISIBLE YOLO,Davis CA,95616,38.5538,-121.7418,,38.5538,-121.7418,2832,0
INDIVISIBLE YOLO COUNTY,Davis CA,95618,38.5449,-121.7405,,38.5449,-121.7405,2832,0
INDIVISIBLE YORK,York PA,17401,39.9635,-76.7269,,39.9635,-76.7269,3030,0
INDIVISIBLE YOUNGSTOWN,Youngstown OH,44514,41.0093,-80.6183,,41.0093,-80.6183,2959,0
INDIVISIBLE YUBA-SUTTER,Yuba City CA,95991,39.1051,-121.6202,,39.1051,-121.6202,2168,0
INDIVISIBLE#THEFIGHTISON,Millbrook NY,12545,41.7803,-73.6885,,41.7803,-73.6885,2646,0
"INDIVISIBLE, DOWNTOWN VANCOUVER, WA",Vancouver WA,98660,45.6418,-122.6801,,45.6418,-122.6801,1195,0
INDIVISIBLE- 12TH DISTRICT MICHIGAN,Ann Arbor MI,48105,42.3042,-83.7068,,42.3042,-83.7068,308,0
"INDIVISIBLE- LITTLETON, MA",Littleton MA,01460,42.5401,-71.4877,,42.5401,-71.4877,3210,0
INDIVISIBLE- TN 6,Tullahoma TN,37388,35.3468,-86.22,,35.3468,-86.22,1253,0
INDIVISIBLE-- LIBERTY IN ACTION/ SHELBYINDEMS,Shelbyville IN,46176,39.5043,-85.78749999999999,,39.5043,-85.78749999999999,300,0
"INDIVISIBLE--CASS COUNTY, IOWA",Atlantic IA,50022,41.4003,-95.01009999999999,,41.4003,-95.01009999999999,2398,0
INDIVISIBLE-CALIFORNIA,Los Angeles CA,90045,33.9631,-118.3941,,33.9631,-118.3941,3006,0
"INDIVISIBLE-FORT DODGE, IOWA",Fort Dodge IA,50501,42.5088,-94.1807,,42.5088,-94.1807,192,0
INDIVISIBLE-NCDISTRICT48,Pisgah Forest NC,28768,35.2599,-82.6695,,35.2599,-82.6695,821,0
INDIVISIBLE-OHIO 14TH DISTRICT,Eastlake OH,44095,41.6587,-81.44450000000001,,41.6587,-81.44450000000001,2829,0
INDIVISIBLE-OREGON WALDEN WATCH,Prineville OR,97754,44.3045,-120.8336,,44.3045,-120.8336,3057,0
INDIVISIBLE-PA BUXMONT,Dresher PA,19025,40.1431,-75.16240000000001,,40.1431,-75.16240000000001,3054,0
INDIVISIBLE-RISE NEWBURYPORT,Newburyport MA,01950,42.813,-70.8847,,42.813,-70.8847,1787,0
INDIVISIBLE-SOUTHERN GENESEE COUNTY,Fenton MI,48430,42.7851,-83.7294,,42.7851,-83.7294,2527,0
"INDIVISIBLE-TX-SOUTH CENTRAL REGION (20,21,23,27,28,34,35,+?)",Corpus Christi TX,78418,27.6349,-97.3103,,27.6349,-97.3103,2230,0
INDIVISIBLE-UPPER YELLOWSTONE,Livingston MT,59047,45.6546,-110.5609,,45.6546,-110.5609,2647,0
INDIVISIBLE.ABQ,Albuquerque NM,87102,35.0818,-106.6482,,35.0818,-106.6482,2290,0
INDIVISIBLE.FLAGLER,Palm Coast FL,32137,29.5565,-81.21899999999999,,29.5565,-81.21899999999999,484,0
INDIVISIBLE.THEPHILADELPHIAN,Philadelphia PA,19130,39.9677,-75.1735,,39.9677,-75.1735,2411,0
INDIVISIBLE.US ALTA-PASADENA,Pasadena CA,91104,34.1678,-118.1261,,34.1678,-118.1261,3006,0
INDIVISIBLE/MOVEON BOULDER,Boulder CO,80301,40.0497,-105.2143,,40.0497,-105.2143,2049,0
INDIVISIBLE/UNDAUNTED,Minneapolis MN,55418,45.0192,-93.2401,,45.0192,-93.2401,3114,0
INDIVISIBLE14,Brookeville MD,20833,39.1871,-77.0603,,39.1871,-77.0603,1168,0
INDIVISIBLE412,Pittsburgh PA,15201,40.4752,-79.9528,,40.4752,-79.9528,817,0
INDIVISIBLE4JUSTICE,Austin TX,78749,30.2166,-97.85080000000001,,30.2166,-97.85080000000001,1531,0
INDIVISIBLE4RIGHTSDENVER,Englewood CO,80111,39.6123,-104.8799,,39.6123,-104.8799,917,0
INDIVISIBLE510,Berkeley CA,94702,37.8656,-122.2851,,37.8656,-122.2851,2716,0
INDIVISIBLE606,Chicago IL,60608,41.8515,-87.6694,,41.8515,-87.6694,2103,0
INDIVISIBLE757,Chesapeake VA,23321,36.8012,-76.423,,36.8012,-76.423,2105,0
INDIVISIBLE97201,Portland OR,97201,45.5078,-122.6897,,45.5078,-122.6897,2040,0
INDIVISIBLE: AMERICANS UNITED AGAINST TRUMP,La Jolla CA,92037,32.8455,-117.2521,,32.8455,-117.2521,2558,0
INDIVISIBLE: ARIZONA'S 6TH DISTRICT,Scottsdale AZ,85255,33.6968,-111.8892,,33.6968,-111.8892,1424,0
INDIVISIBLE: ARROYO SECO CHAPTER,Pasadena CA,91104,34.1678,-118.1261,,34.1678,-118.1261,3006,0
INDIVISIBLE: BANGOR,Bangor ME,04401,44.8242,-68.79179999999999,,44.8242,-68.79179999999999,2736,0
INDIVISIBLE: CENTRAL MISSISSIPPI,Kosciusko MS,39090,33.0446,-89.5724,,33.0446,-89.5724,2329,0
INDIVISIBLE: CONEJO,Westlake Village CA,91361,34.1472,-118.8383,,34.1472,-118.8383,1672,0
INDIVISIBLE: DEXTER,Dexter ME,04930,45.0203,-69.27970000000001,,45.0203,-69.27970000000001,2736,0
INDIVISIBLE: FLIP NC,Durham NC,27704,36.0383,-78.8764,,36.0383,-78.8764,1105,0
INDIVISIBLE: GRANT COUNTY,Marion IN,46952,40.5743,-85.6741,,40.5743,-85.6741,882,0
INDIVISIBLE: GREATER NEW YORK LABOR-RELIGION COALITION,New York NY,10038,40.7101,-74.0013,,40.7101,-74.0013,940,0
INDIVISIBLE: LAKE STREET SPEAKS,Minneapolis MN,55406,44.9384,-93.2214,,44.9384,-93.2214,3114,0
"INDIVISIBLE: MARION COUNTY, FLORIDA",Ocala FL,34481,29.1281,-82.2975,,29.1281,-82.2975,3188,0
INDIVISIBLE: MAUMEE RIVER PROGRESSIVES,Perrysburg OH,43551,41.5429,-83.59269999999999,,41.5429,-83.59269999999999,1581,0
INDIVISIBLE: MINNEAPOLIS,Minneapolis MN,55407,44.9378,-93.25449999999999,,44.9378,-93.25449999999999,3114,0
INDIVISIBLE: MOUNT KISCO,Mount Kisco NY,10549,41.205,-73.7299,,41.205,-73.7299,1740,0
INDIVISIBLE: NARBERTH AND BEYOND,Narberth PA,19072,40.0177,-75.2594,,40.0177,-75.2594,3054,0
INDIVISIBLE: NORTH SALEM & SOMERS NY,Purdys NY,10578,41.3259,-73.6551,,41.3259,-73.6551,1740,0
INDIVISIBLE: NORTHWEST PHILADELPHIA,Philadelphia PA,19119,40.0547,-75.1866,,40.0547,-75.1866,2411,0
INDIVISIBLE: OAKS,Oakland CA,94609,37.8361,-122.2637,,37.8361,-122.2637,2716,0
INDIVISIBLE: OHIO DISTRICT 12,Columbus OH,43214,40.0535,-83.0187,,40.0535,-83.0187,2442,0
INDIVISIBLE: OHIO'S 7TH DISTRICT,Wellington OH,44090,41.1712,-82.2269,,41.1712,-82.2269,2307,0
INDIVISIBLE: PISCATAQUIS COUNTY MAINE,Dover Foxcroft ME,04426,45.1877,-69.2045,,45.1877,-69.2045,2828,0
INDIVISIBLE: REACH OUT CENTRAL OREGON,Bend OR,97701,44.0928,-121.2936,,44.0928,-121.2936,1549,0
INDIVISIBLE: RISE,Tallahassee FL,32309,30.5422,-84.1413,,30.5422,-84.1413,2673,0
INDIVISIBLE: THE FIFTH CONGRESSIONAL DISTRICT OF MARYLAND,Upper Marlboro MD,20774,38.8682,-76.8156,,38.8682,-76.8156,3208,0
INDIVISIBLE: THE NIGHTINGALES,Springtown PA,18081,40.5565,-75.2893,,40.5565,-75.2893,1046,0
INDIVISIBLE: TRIANGLE DAILY CALL TO ACTION,Apex NC,27539,35.7225,-78.8408,,35.7225,-78.8408,3037,0
INDIVISIBLE: TRUTH OR CONSEQUENCES,Truth or Consequences NM,87901,33.1606,-107.2669,,33.1606,-107.2669,810,0
INDIVISIBLE: UNDER GOD,Archbald PA,18403,41.4876,-75.5334,,41.4876,-75.5334,2625,0
INDIVISIBLE: UNITED VOICES TC,Hopkins MN,55343,44.914,-93.4481,,44.914,-93.4481,3114,0
"INDIVISIBLE: WAPELLO COUNTY, IOWA",Ottumwa IA,52501,41.0309,-92.4098,,41.0309,-92.4098,49,0
INDIVISIBLE: WASHINGTON STATE FOURTH CONGRESSIONAL DISTRICT,Kennewick WA,99337,46.1814,-119.1383,,46.1814,-119.1383,2887,0
INDIVISIBLE:JUSTICE FOR ALL SAN ANTONIO,San Antonio TX,78230,29.5407,-98.5521,,29.5407,-98.5521,3073,0
INDIVISIBLE; GAINESVILLE CHAPTER,Gainesville FL,32605,29.6785,-82.36790000000001,,29.6785,-82.36790000000001,1139,0
INDIVISIBLE; WEST MILFORD CHAPTER,West Milford NJ,07480,41.0915,-74.375,,41.0915,-74.375,3225,0
INDIVISIBLEARGYLENY,Argyle NY,12809,43.2381,-73.4641,,43.2381,-73.4641,2898,0
INDIVISIBLEATL5TH,Atlanta GA,30307,33.7691,-84.336,,33.7691,-84.336,832,0
INDIVISIBLEAURORA,Aurora IL,60502,41.7845,-88.2616,,41.7845,-88.2616,3224,0
INDIVISIBLEAZ,Phoenix AZ,85050,33.6863,-111.9963,,33.6863,-111.9963,1424,0
INDIVISIBLEAZCD5,Gilbert AZ,85234,33.3527,-111.7809,,33.3527,-111.7809,1424,0
INDIVISIBLEBIGBEARCA,Big Bear Lake CA,92315,34.235,-116.9053,,34.235,-116.9053,392,0
INDIVISIBLEBLUE,Bennington VT,05201,42.8827,-73.1923,,42.8827,-73.1923,2228,0
INDIVISIBLEBOCADELRAY,Boca Raton FL,33496,26.403,-80.18129999999999,,26.403,-80.18129999999999,1009,0
INDIVISIBLEBREWSTER,Brewster WA,98812,48.1206,-119.772,,48.1206,-119.772,866,0
INDIVISIBLECA03,Davis CA,95618,38.5449,-121.7405,,38.5449,-121.7405,2832,0
INDIVISIBLECA28,Los Angeles CA,90039,34.1121,-118.2594,,34.1121,-118.2594,3006,0
INDIVISIBLECA30 - SHERMAN ACTION GROUP,Burbank CA,91505,34.169,-118.3442,,34.169,-118.3442,3006,0
INDIVISIBLECALAIS,Calais VT,05648,44.3934,-72.47410000000001,,44.3934,-72.47410000000001,2265,0
INDIVISIBLECANNONBEACH,Cannon Beach OR,97110,45.8918,-123.9615,,45.8918,-123.9615,1595,0
INDIVISIBLECOVINGTONWA,Kent WA,98042,47.368,-122.1206,,47.368,-122.1206,482,0
INDIVISIBLECRIA,Cedar Rapids IA,52403,41.9843,-91.6259,,41.9843,-91.6259,734,0
INDIVISIBLECT,West Hartford CT,06119,41.7628,-72.7268,,41.7628,-72.7268,2720,0
INDIVISIBLEDULUTH,Duluth MN,55805,46.7987,-92.0946,,46.7987,-92.0946,582,0
INDIVISIBLEESVA,Cape Charles Virginia,23310,37.2799,-75.9721,,37.2799,-75.9721,1951,0
INDIVISIBLEFRANKLINKY,Franklin KY,42134,36.7254,-86.56999999999999,,36.7254,-86.56999999999999,2746,0
INDIVISIBLEGA13,Smyrna GA,30236,33.5242,-84.35899999999999,,33.5242,-84.35899999999999,1411,0
INDIVISIBLEGA14,Acworth GA,30101,34.0756,-84.6477,,34.0756,-84.6477,2920,0
INDIVISIBLEHARNETT,Fuquay Varina NC,27526,35.58,-78.7908,,35.58,-78.7908,3037,0
INDIVISIBLEHOCOMD,MD,21045,39.2051,-76.8322,,39.2051,-76.8322,1715,0
INDIVISIBLEIOWA,Iowa City IA,52245,41.6649,-91.5151,,41.6649,-91.5151,1273,0
INDIVISIBLEKOP,King Of Prussia PA,19406,40.0956,-75.3737,,40.0956,-75.3737,3054,0
INDIVISIBLEKSQ,Kennett Square PA,19348,39.855,-75.7,,39.855,-75.7,1097,0
INDIVISIBLELAJOLLA,La Jolla CA,92037,32.8455,-117.2521,,32.8455,-117.2521,2558,0
INDIVISIBLELAKEWOOD,Denver CO,80227,39.6667,-105.0854,,39.6667,-105.0854,1409,0
INDIVISIBLEMESALD25,Mesa AZ,85207,33.4321,-111.6426,,33.4321,-111.6426,1424,0
INDIVISIBLEMIA,Miami FL,33130,25.7672,-80.2059,,25.7672,-80.2059,2823,0
INDIVISIBLEMWV,North Conway NH,03860,44.0336,-71.1238,,44.0336,-71.1238,1810,0
INDIVISIBLENECONNECTICUT@GOOGLEGROUPS.COM,Woodstock CT,06281,41.9602,-72.004,,41.9602,-72.004,1829,0
INDIVISIBLENJ,West Orange NJ,07052,40.7859,-74.2568,,40.7859,-74.2568,2195,0
INDIVISIBLENJ_4TH,Jackson NJ,08527,40.121,-74.3017,,40.121,-74.3017,1730,0
INDIVISIBLENOCO,Fort Collins CO,80525,40.5384,-105.0547,,40.5384,-105.0547,2063,0
INDIVISIBLENOVAWEST(US HOUSE DISTRICTS 1 AND 10),Gainesville VA,20155,38.8157,-77.6216,,38.8157,-77.6216,2866,0
INDIVISIBLENWIL,Crystal Lake IL,60014,42.2308,-88.33240000000001,,42.2308,-88.33240000000001,1021,0
INDIVISIBLENY01,Port Jefferson Station NY,11772,40.7609,-72.9871,,40.7609,-72.9871,1413,0
INDIVISIBLENY18,Walden NY,12586,41.5596,-74.1764,,41.5596,-74.1764,1031,0
INDIVISIBLEPDX,Portland OR,97201,45.5078,-122.6897,,45.5078,-122.6897,2040,0
"INDIVISIBLEPV PORTOLA VALLEY,",Portola Valley CA,94028,37.3702,-122.2182,,37.3702,-122.2182,2537,0
INDIVISIBLERI - EAST BAY GROUP,Bristol RI,02809,41.6825,-71.2676,,41.6825,-71.2676,3145,0
INDIVISIBLERICRANSTON,Cranston RI,02920,41.7716,-71.4659,,41.7716,-71.4659,1455,0
INDIVISIBLEROC NY-25,Rochester NY,14618,43.1122,-77.56180000000001,,43.1122,-77.56180000000001,859,0
INDIVISIBLES GA 11,Canton GA,30114,34.2505,-84.4909,,34.2505,-84.4909,1384,0
INDIVISIBLES OF HUNTINGTON,Huntington NY,11743,40.8676,-73.4102,,40.8676,-73.4102,1413,0
INDIVISIBLES RYDERWOOD,Ryderwood WA,98581,46.3752,-123.0431,,46.3752,-123.0431,1872,0
INDIVISIBLESEA,Seattle WA,98115,47.6849,-122.2968,,47.6849,-122.2968,482,0
INDIVISIBLESEATTLE,Seattle WA,98115,47.6849,-122.2968,,47.6849,-122.2968,482,0
INDIVISIBLESKOKIE,Skokie IL,60077,42.0345,-87.75409999999999,,42.0345,-87.75409999999999,2103,0
INDIVISIBLESKY,Bowling Green KY,42101,37.0174,-86.45180000000001,,37.0174,-86.45180000000001,921,0
INDIVISIBLESPACECOASTFL,Melbourne FL,32940,28.2061,-80.685,,28.2061,-80.685,2990,0
INDIVISIBLESPOKANE,Spokane WA,99223,47.6156,-117.3622,,47.6156,-117.3622,3080,0
INDIVISIBLETX12,Fort Worth TX,76107,32.7392,-97.3852,,32.7392,-97.3852,2102,0
INDIVISIBLETXCIRCLE,Azle TX,76020,32.9035,-97.5412,,32.9035,-97.5412,2102,0
INDIVISIBLETXJC,Cleburne TX,76031,32.3485,-97.33110000000001,,32.3485,-97.33110000000001,3125,0
INDIVISIBLEULSTER,New Paltz NY,12561,41.7464,-74.1092,,41.7464,-74.1092,2437,0
INDIVISIBLEVOICES-CT,Greenwich CT,06830,41.0427,-73.6262,,41.0427,-73.6262,2005,0
INDIVISIBLEWELLESLEY,Wellesley Hills MA,02481,42.3106,-71.2747,,42.3106,-71.2747,1244,0
INDIVISIBLEWG,San Jose CA,95125,37.296,-121.8939,,37.296,-121.8939,2408,0
INDIVISIBLEWY,Guernsey WY,82214,42.2655,-104.7512,,42.2655,-104.7512,1226,0
INDIVISIBLEYOLO,Davis CA,95616,38.5538,-121.7418,,38.5538,-121.7418,2832,0
INDIVISIBLE_WA,Bothell WA,98012,47.8401,-122.1972,,47.8401,-122.1972,2461,0
INDIVISMESQ,Mesquite NV,89027,36.8113,-114.1235,,36.8113,-114.1235,2176,0
INLAND EMPIRE FOR PROGRESSIVE ACTION,San Bernardino CA,92407,34.2166,-117.3908,,34.2166,-117.3908,392,0
INLAND EMPIRE RESISTANCE,Colton CA,92324,34.0315,-117.2874,,34.0315,-117.2874,392,0
INTERRELIGIOUS TASK FORCE,Cleveland OH,44113,41.4816,-81.70180000000001,,41.4816,-81.70180000000001,2404,0
INVISIBLE BOSTON,Boston MA,02446,42.3431,-71.123,,42.3431,-71.123,1244,0
INVISIBLE RESISTORS (LOS GATOS/SAN JOSE),San Jose CA,95124,37.2563,-121.9229,,37.2563,-121.9229,2408,0
IOWA'S SECOND CONGRESSIONAL DISTRICT AGAINST TRUMP,Burlington IA,52601,40.8087,-91.117,,40.8087,-91.117,945,0
IOWANS FOR A BETTER FUTURE,Ottumwa IA,52501,41.0309,-92.4098,,41.0309,-92.4098,49,0
ISAIAH 6:8 GROUP: FINDING THE WAY,Lewisburg PA,17837,40.9702,-76.90989999999999,,40.9702,-76.90989999999999,1808,0
ISAKSON ACCOUNTABILITY COALITION,Atlanta GA,30307,33.7691,-84.336,,33.7691,-84.336,832,0
ISLANDS INDIVISIBLE,Friday Harbor WA,98250,48.5454,-123.0947,,48.5454,-123.0947,2181,0
IT ALL STARTS LOCAL,Lagrange Park IL,60526,41.8318,-87.874,,41.8318,-87.874,2103,0
"IT'S NOT POLITICS, IT'S PERSONAL (INPIP)",Philadelphia PA,19147,39.9362,-75.1563,,39.9362,-75.1563,2411,0
ITASCA COUNTY INDIVISIBLE OF MINNESOTA,Grand Rapids MN,55744,47.2348,-93.5115,,47.2348,-93.5115,2371,0
ITS UP TO US (IUTU),Avondale Estates GA,30002,33.7717,-84.2607,,33.7717,-84.2607,832,0
IWNEWRORESISTS,New Rochelle NY,10804,40.9491,-73.7863,,40.9491,-73.7863,1740,0
JACKSON HEIGHTS RESISTANCE,Jackson Heights NY,11372,40.7513,-73.883,,40.7513,-73.883,2392,0
JACKSON PROGRESSIVES - MISSISSIPPI,Brandon MS,39047,32.3886,-89.9584,,32.3886,-89.9584,1520,0
JACKSON SIERRA CLUB ACTION COMMITTEE,Jackson MI,49203,42.229,-84.4132,,42.229,-84.4132,533,0
JASON BAILEY,Little Rock AR,72204,34.7269,-92.34399999999999,,34.7269,-92.34399999999999,687,0
JCI (JACKSON COUNTY INDIVISIBLE),Seymour IN,47274,38.9571,-85.88249999999999,,38.9571,-85.88249999999999,1515,0
"JEFFCO, COLORADO ACTION NETWORK (JEFFCOCAN!)",Denver CO,80215,39.7435,-105.1009,,39.7435,-105.1009,1409,0
JEFFCO-FIRED UP! FOR JEFFCO FRIENDS INDIVISIBLY RESISTING EXTREMISM AND DETERMINED TO UPLIFT PEOPLE,Golden CO,80403,39.8232,-105.2825,,39.8232,-105.2825,1409,0
JEFFERSON CITY AREA INDIVISIBLE,MO,65101,38.5462,-92.1525,,38.5462,-92.1525,2933,0
JEFFERSON COUNTY PROGRESSIVE DEMOCRATIC COALITION,Steubenville OH,43953,40.3524,-80.6781,,40.3524,-80.6781,2169,0
JENIFER BENSON POLENZANI,Los Angeles CA,90046,34.1074,-118.3652,,34.1074,-118.3652,3006,0
JENNY4COMMUNITY,Campbell CA,95008,37.2803,-121.9539,,37.2803,-121.9539,2408,0
JERSEY SHORE PROGRESSIVES,Monmouth Beach NJ,07750,40.333,-73.98090000000001,,40.333,-73.98090000000001,2335,0
JERSEY SHORE THREE & FOUR,Brielle NJ,08730,40.1077,-74.0635,,40.1077,-74.0635,2335,0
JEWISH DEMOCRATIC WOMEN'S SALON OF ATLANTA,Atlanta GA,30342,33.8842,-84.37609999999999,,33.8842,-84.37609999999999,1402,0
JEWISH VOICE FOR PEACE CENTRAL OHIO DISTRICT 12,Columbus OH,43085,40.0999,-83.0157,,40.0999,-83.0157,2442,0
JEWS UNITED FOR JUSTICE,Washington DC,20005,38.9067,-77.0312,,38.9067,-77.0312,2713,0
JH ACTIVATE,Jackson WY,83001,43.4528,-110.7393,,43.4528,-110.7393,1408,0
JIMMY CARTER DEMOCRATIC CLUB OF KINGS COUNTY,Hanford CA,93230,36.3314,-119.6491,,36.3314,-119.6491,1834,0
JOEL BARLOW HIGH SCHOOL YOUNG DEMOCRATIC ACTIVISTS,Shelton CT,06484,41.3047,-73.1294,,41.3047,-73.1294,2005,0
JOHNSON COUNTY DEMOCRATIC WOMEN OF KANSAS,Shawnee KS,66203,39.0417,-94.72020000000001,,39.0417,-94.72020000000001,2444,0
JOHNSTON AREA DEMOCRATS,Johnston IA,50131,41.673,-93.7028,,41.673,-93.7028,365,0
JP INDIVISIBLE - STONYBROOK CHAPTER,Jamaica Plain MA,02130,42.3126,-71.11150000000001,,42.3126,-71.11150000000001,759,0
JP PROGRESSIVES,Jamaica Plain MA,02130,42.3126,-71.11150000000001,,42.3126,-71.11150000000001,759,0
JUBILEE INDIVISIBLE,Los Lunas NM,87031,34.7806,-106.7115,,34.7806,-106.7115,972,0
JUDITH MOORE,Fayetteville GA,30214,33.4679,-84.4806,,33.4679,-84.4806,2500,0
JULIE DAHL-NICOLLE,Ventura CA,93003,34.2846,-119.2222,,34.2846,-119.2222,1672,0
JUSTICE ACTION CORPS,Austin TX,78723,30.3085,-97.6849,,30.3085,-97.6849,1531,0
JUSTICE ALLIANCE PDX,Portland OR,97230,45.5472,-122.5001,,45.5472,-122.5001,2040,0
JUSTICE FOR ALL / HUDSON VALLEY,Highland NY,12528,41.7167,-73.9928,,41.7167,-73.9928,2437,0
JUSTICE FOR ALL VENTURA,Ventura CA,93001,34.3308,-119.3584,,34.3308,-119.3584,1672,0
JUSTICE NEVADA COUNTY,Nevada City CA,95959,39.3017,-120.9717,,39.3017,-120.9717,510,0
JUSTICE UMBRELLA,Norristown PA,19403,40.1496,-75.3796,,40.1496,-75.3796,3054,0
"JUSTICE, EQUITY, DIVERSITY, INCLUSION ACTION TEAM",Deep River CT,06417,41.3765,-72.4486,,41.3765,-72.4486,1124,0
JUSTUS FOR ALL: ENVIRONMENTAL / SOCIAL / ECONOMIC,North Hollywood CA,91606,34.1872,-118.3865,,34.1872,-118.3865,3006,0
KA'U VOICES,Naalehu HI,96772,19.0668,-155.6575,,19.0668,-155.6575,752,0
KAFFEEKLATSCH FOR ACTION,Portland OR,97212,45.5441,-122.6423,,45.5441,-122.6423,2040,0
KANAWHA RESIST,Charleston WV,25312,38.4096,-81.6747,,38.4096,-81.6747,1846,0
KANSAS FAMILIES FOR EDUCATION,Shawnee KS,66216,39.0417,-94.72020000000001,,39.0417,-94.72020000000001,2444,0
KAUAI INDIVISIBLE,Kalaheo HI,96741,21.9259,-159.5303,,21.9259,-159.5303,2339,0
KAUAI INDIVISIBLE @,Kalaheo HI,96741,21.9259,-159.5303,,21.9259,-159.5303,2339,0
KEALA O IESU,Kapaa HI,96746,22.0868,-159.3448,,22.0868,-159.3448,2339,0
KEEP THE MOMENTUM GOING- #RESISTNYC,New York NY,10162,40.7699,-73.9511,,40.7699,-73.9511,940,0
KEEP WASHINGTON BLUE!,Olympia WA,98502,47.1043,-123.0552,,47.1043,-123.0552,2661,0
KENT STREET COALITION,Concord NH,03301,43.2185,-71.5277,,43.2185,-71.5277,2892,0
KENTUCKY RISE,Lexington KY,40515,37.9651,-84.4708,,37.9651,-84.4708,2999,0
KERRVERTS,Kerrville TX,78028,30.0416,-99.1408,,30.0416,-99.1408,585,0
KETCHIKAN ACTION NETWORK,Ketchikan AK,99901,55.372,-131.6832,,55.372,-131.6832,2153,0
KEW GARDENS GRASSROOTS RESISTANCE,Kew Gardens NY,11415,40.7069,-73.8297,,40.7069,-73.8297,2392,0
KEY WEST IN SOLIDARITY,Key West FL,33040,24.5552,-81.7816,,24.5552,-81.7816,2146,0
KEYSTONE PROGRESS,Reading PA,19601,40.3466,-75.93510000000001,,40.3466,-75.93510000000001,2904,0
KILL THE BILL,Durham NC,27701,35.9967,-78.89660000000001,,35.9967,-78.89660000000001,1105,0
KINDNESS ACTION NETWORK,Minneapolis MN,55417,44.9054,-93.23609999999999,,44.9054,-93.23609999999999,3114,0
KINDRED SPIRITSNJINDIVISIBLE,Verona NJ,07044,40.8319,-74.2428,,40.8319,-74.2428,2195,0
KING GEORGE HUDDLE,King George VA,22485,38.2811,-77.126,,38.2811,-77.126,288,0
KINGMAN PROGRESSIVE ALLIANCE,Kingman AZ,86401,35.1328,-113.7033,,35.1328,-113.7033,1,0
KINGSTONCITIZENS.ORG,Kingston NY,12401,41.9697,-74.0668,,41.9697,-74.0668,2437,0
KINZUA COUNTRY INDIVISIBLE,Smethport PA,16749,41.8021,-78.47020000000001,,41.8021,-78.47020000000001,2840,0
KINZUA COUNTRY INDIVISIBLE @,Smethport PA,16749,41.8021,-78.47020000000001,,41.8021,-78.47020000000001,2840,0
KIRK PIERCE,Scappoose OR,97056,45.7655,-122.8928,,45.7655,-122.8928,910,0
KITSAPINDIVSIBLE: WE WRITE OUR DEMOCRACY,Bainbridge Island WA,98110,47.6478,-122.538,,47.6478,-122.538,3222,0
KLAMATH FORCE FOR PEACEFUL ACTION (KFPA),Klamath Falls OR,97601,42.2933,-121.8169,,42.2933,-121.8169,1683,0
